n_particles,direct_slow,direct_fast,vectorized_slow,vectorized_fast,direct_parallel
250,0.27597880363464355,0.005324602127075195,0.008297920227050781,0.005842685699462891,0.0006783008575439453
250,0.24367260932922363,0.005861043930053711,0.004196643829345703,0.009653806686401367,0.0006470680236816406
250,0.24261808395385742,0.006618976593017578,0.005777597427368164,0.010506629943847656,0.0005891323089599609
250,0.24229812622070312,0.005431652069091797,0.005088329315185547,0.009656906127929688,0.000560760498046875
250,0.25821781158447266,0.005097150802612305,0.004649639129638672,0.006438493728637695,0.0005910396575927734
250,0.24122262001037598,0.005572795867919922,0.003606081008911133,0.0063211917877197266,0.0006012916564941406
250,0.24191856384277344,0.005001068115234375,0.0035376548767089844,0.008496284484863281,0.0006148815155029297
250,0.24518251419067383,0.005026102066040039,0.003509998321533203,0.006911039352416992,0.0005974769592285156
250,0.2702445983886719,0.005112409591674805,0.0044193267822265625,0.008228302001953125,0.0006377696990966797
250,0.24829816818237305,0.0050389766693115234,0.003624439239501953,0.006839752197265625,0.0005609989166259766
250,0.24286389350891113,0.0050241947174072266,0.0034885406494140625,0.007178068161010742,0.0005946159362792969
250,0.2433178424835205,0.0051081180572509766,0.0035851001739501953,0.006285667419433594,0.0005638599395751953
250,0.24313926696777344,0.005278825759887695,0.003696918487548828,0.0062770843505859375,0.0007715225219726562
250,0.24674510955810547,0.005061626434326172,0.003604412078857422,0.006252765655517578,0.0008645057678222656
250,0.2417898178100586,0.005005836486816406,0.0035669803619384766,0.006206512451171875,0.0008263587951660156
250,0.24697470664978027,0.005130290985107422,0.003601551055908203,0.008505821228027344,0.0007410049438476562
250,0.24309611320495605,0.005051612854003906,0.003578662872314453,0.009575366973876953,0.0006871223449707031
250,0.2724606990814209,0.005059480667114258,0.0037698745727539062,0.006659746170043945,0.0007908344268798828
250,0.24365878105163574,0.00522160530090332,0.0035643577575683594,0.006382942199707031,0.0007793903350830078
250,0.25268006324768066,0.005083322525024414,0.0037441253662109375,0.00627899169921875,0.0005640983581542969
250,0.2416553497314453,0.005057334899902344,0.0052411556243896484,0.006379604339599609,0.0006937980651855469
250,0.24407529830932617,0.0051271915435791016,0.005251407623291016,0.0070683956146240234,0.0005748271942138672
250,0.24144411087036133,0.0050029754638671875,0.004659891128540039,0.009580135345458984,0.000598907470703125
250,0.243239164352417,0.005012035369873047,0.0058057308197021484,0.007708311080932617,0.0007166862487792969
250,0.2450871467590332,0.005082845687866211,0.004826545715332031,0.00630950927734375,0.0008652210235595703
250,0.2565157413482666,0.0050199031829833984,0.0044825077056884766,0.006219387054443359,0.0006000995635986328
250,0.27141666412353516,0.005004405975341797,0.0040814876556396484,0.006211757659912109,0.0005466938018798828
250,0.24323320388793945,0.00519871711730957,0.003807544708251953,0.006143808364868164,0.0005993843078613281
250,0.24445486068725586,0.005039691925048828,0.004705667495727539,0.006199359893798828,0.0008502006530761719
250,0.24249815940856934,0.005017280578613281,0.004229307174682617,0.006243705749511719,0.0005359649658203125
250,0.24221110343933105,0.0050928592681884766,0.005276679992675781,0.005939960479736328,0.0005249977111816406
250,0.2414085865020752,0.005043983459472656,0.005380153656005859,0.006152153015136719,0.0005252361297607422
250,0.24714159965515137,0.005013465881347656,0.00525975227355957,0.006129026412963867,0.0005502700805664062
250,0.24949240684509277,0.00508570671081543,0.005161285400390625,0.005966901779174805,0.00058746337890625
250,0.29950857162475586,0.005064249038696289,0.005017280578613281,0.005938529968261719,0.0005903244018554688
250,0.29772424697875977,0.00500798225402832,0.005806684494018555,0.0057218074798583984,0.0006084442138671875
250,0.25989341735839844,0.0050144195556640625,0.005168914794921875,0.00592494010925293,0.0005590915679931641
250,0.25542354583740234,0.005120515823364258,0.0049664974212646484,0.005896568298339844,0.0005974769592285156
250,0.2490835189819336,0.005003690719604492,0.004228830337524414,0.005766868591308594,0.0005512237548828125
250,0.2499523162841797,0.005022525787353516,0.005153179168701172,0.005828380584716797,0.0005369186401367188
250,0.24388813972473145,0.005010843276977539,0.004831552505493164,0.0057294368743896484,0.0006170272827148438
250,0.24057316780090332,0.0050203800201416016,0.005247354507446289,0.005777597427368164,0.0006089210510253906
250,0.2737720012664795,0.005019664764404297,0.005760908126831055,0.005671977996826172,0.00055694580078125
250,0.28819704055786133,0.005098581314086914,0.004640817642211914,0.005693197250366211,0.0005640983581542969
250,0.25294971466064453,0.0050165653228759766,0.004011631011962891,0.005834341049194336,0.0008099079132080078
250,0.2527620792388916,0.0050504207611083984,0.004047393798828125,0.005734920501708984,0.0008215904235839844
250,0.24268269538879395,0.005055427551269531,0.004381656646728516,0.005707502365112305,0.0009725093841552734
250,0.24387407302856445,0.005044698715209961,0.0037882328033447266,0.005809307098388672,0.0006051063537597656
250,0.2537364959716797,0.005051136016845703,0.003986358642578125,0.0058405399322509766,0.0006113052368164062
250,0.24509978294372559,0.005125999450683594,0.005107879638671875,0.005719900131225586,0.0005898475646972656
250,0.2504086494445801,0.005008220672607422,0.004839181900024414,0.005999565124511719,0.0005786418914794922
250,0.26668643951416016,0.005063533782958984,0.004801034927368164,0.005837440490722656,0.0006177425384521484
250,0.25796031951904297,0.005032777786254883,0.005014657974243164,0.005733966827392578,0.0005486011505126953
250,0.27852630615234375,0.005072593688964844,0.004778146743774414,0.0058438777923583984,0.0005905628204345703
250,0.2753331661224365,0.0050182342529296875,0.004602670669555664,0.005759716033935547,0.0005893707275390625
250,0.2772634029388428,0.00507044792175293,0.0065097808837890625,0.005833864212036133,0.0005495548248291016
250,0.26524853706359863,0.0050623416900634766,0.004832267761230469,0.00580906867980957,0.0005807876586914062
250,0.2549431324005127,0.005040884017944336,0.004696369171142578,0.005724668502807617,0.0005478858947753906
250,0.2563815116882324,0.005029439926147461,0.00465083122253418,0.005846738815307617,0.0006070137023925781
250,0.26879119873046875,0.005091428756713867,0.00472259521484375,0.005723237991333008,0.0005326271057128906
250,0.2750973701477051,0.005023956298828125,0.0046384334564208984,0.0057489871978759766,0.0005366802215576172
250,0.26737022399902344,0.005045413970947266,0.01142573356628418,0.005790233612060547,0.0005438327789306641
250,0.264984130859375,0.005094289779663086,0.005236625671386719,0.005771160125732422,0.0005719661712646484
250,0.24602580070495605,0.0050275325775146484,0.0035026073455810547,0.0057468414306640625,0.0005886554718017578
250,0.24651622772216797,0.005036354064941406,0.007546901702880859,0.0059316158294677734,0.0005526542663574219
250,0.246138334274292,0.005129337310791016,0.003754854202270508,0.0059587955474853516,0.0006275177001953125
250,0.26154661178588867,0.005030155181884766,0.0036110877990722656,0.005822181701660156,0.0005407333374023438
250,0.24822616577148438,0.005038738250732422,0.003583669662475586,0.005772829055786133,0.0005867481231689453
250,0.2692413330078125,0.005044698715209961,0.0036094188690185547,0.005745649337768555,0.0005922317504882812
250,0.24313759803771973,0.005118608474731445,0.0036287307739257812,0.0058135986328125,0.0008900165557861328
250,0.25035858154296875,0.005010366439819336,0.0035042762756347656,0.005778074264526367,0.0012011528015136719
250,0.2415142059326172,0.005021333694458008,0.0035042762756347656,0.005726814270019531,0.0007505416870117188
250,0.244032621383667,0.0051462650299072266,0.003572225570678711,0.005947113037109375,0.0005712509155273438
250,0.24210166931152344,0.005026340484619141,0.0034563541412353516,0.005791664123535156,0.0005502700805664062
250,0.3066377639770508,0.005014181137084961,0.0034711360931396484,0.00574946403503418,0.0006368160247802734
250,0.2502727508544922,0.005067110061645508,0.003560304641723633,0.006000995635986328,0.0006017684936523438
250,0.2784688472747803,0.0050046443939208984,0.0035691261291503906,0.005864143371582031,0.0005905628204345703
250,0.25241732597351074,0.005079746246337891,0.0035343170166015625,0.005833148956298828,0.0005431175231933594
250,0.2418060302734375,0.005144596099853516,0.003719806671142578,0.0058650970458984375,0.0005166530609130859
250,0.24263501167297363,0.00501251220703125,0.003535747528076172,0.005912065505981445,0.0005712509155273438
250,0.2403707504272461,0.005022525787353516,0.0035088062286376953,0.006634950637817383,0.0005686283111572266
250,0.24100899696350098,0.005164623260498047,0.0035037994384765625,0.006554126739501953,0.0005538463592529297
250,0.25275349617004395,0.005038022994995117,0.0034437179565429688,0.006364345550537109,0.0006313323974609375
250,0.24642157554626465,0.005046844482421875,0.0035398006439208984,0.006328105926513672,0.0005352497100830078
250,0.24161481857299805,0.005093097686767578,0.0034542083740234375,0.006461381912231445,0.0005674362182617188
250,0.28223490715026855,0.005051374435424805,0.0034685134887695312,0.0074443817138671875,0.0005497932434082031
250,0.24303007125854492,0.005033969879150391,0.004670858383178711,0.008501052856445312,0.0009810924530029297
250,0.2471020221710205,0.00511932373046875,0.004618167877197266,0.006919145584106445,0.0005686283111572266
250,0.24627900123596191,0.005066871643066406,0.0046422481536865234,0.0066606998443603516,0.0005528926849365234
250,0.2609879970550537,0.005015373229980469,0.004601478576660156,0.006558656692504883,0.0005850791931152344
250,0.24738144874572754,0.005033254623413086,0.004635810852050781,0.00661015510559082,0.0005371570587158203
250,0.2658259868621826,0.005282878875732422,0.00471043586730957,0.006462574005126953,0.0005528926849365234
250,0.24379491806030273,0.005016803741455078,0.003751516342163086,0.006563901901245117,0.0005886554718017578
250,0.2649564743041992,0.005032777786254883,0.0035028457641601562,0.006494998931884766,0.0005826950073242188
250,0.25214409828186035,0.005105018615722656,0.0034894943237304688,0.00697779655456543,0.0005791187286376953
250,0.2541382312774658,0.0050008296966552734,0.0035262107849121094,0.005987405776977539,0.0007233619689941406
250,0.24310588836669922,0.005068778991699219,0.003611326217651367,0.0058519840240478516,0.0008790493011474609
250,0.24154233932495117,0.005102872848510742,0.0035889148712158203,0.005966901779174805,0.0006225109100341797
250,0.24311399459838867,0.005026578903198242,0.003468036651611328,0.00576472282409668,0.0005459785461425781
250,0.25699281692504883,0.005046367645263672,0.003484010696411133,0.005846261978149414,0.000644683837890625
500,1.026165246963501,0.02280592918395996,0.027075767517089844,0.046332597732543945,0.0020143985748291016
500,1.0418953895568848,0.022547245025634766,0.020938634872436523,0.03338623046875,0.0018773078918457031
500,1.0795907974243164,0.022748231887817383,0.023044109344482422,0.04608559608459473,0.0019316673278808594
500,1.0399739742279053,0.022040367126464844,0.020985126495361328,0.035888671875,0.0019965171813964844
500,1.2561094760894775,0.0217435359954834,0.01913285255432129,0.038742780685424805,0.0022439956665039062
500,1.035895824432373,0.02194976806640625,0.018727540969848633,0.030794143676757812,0.0020041465759277344
500,1.0413908958435059,0.021613359451293945,0.019005537033081055,0.029676437377929688,0.0023937225341796875
500,1.0071232318878174,0.02169489860534668,0.019535064697265625,0.02978372573852539,0.0028989315032958984
500,1.0164294242858887,0.021117687225341797,0.019591808319091797,0.028119325637817383,0.002276182174682617
500,0.9834949970245361,0.020869016647338867,0.01983165740966797,0.027746915817260742,0.0019123554229736328
500,0.9995372295379639,0.020781278610229492,0.019919633865356445,0.026683807373046875,0.0020117759704589844
500,0.9854898452758789,0.020503759384155273,0.019777297973632812,0.026719093322753906,0.0016396045684814453
500,1.0039784908294678,0.020287513732910156,0.020014047622680664,0.02630901336669922,0.0018811225891113281
500,0.99713134765625,0.020438432693481445,0.020237207412719727,0.026210308074951172,0.0018401145935058594
500,0.9752838611602783,0.020397663116455078,0.021344423294067383,0.026110172271728516,0.0019135475158691406
500,1.0079915523529053,0.020474910736083984,0.020480871200561523,0.026970624923706055,0.0023093223571777344
500,0.992332935333252,0.020450353622436523,0.020351409912109375,0.02527022361755371,0.0025200843811035156
500,1.0040135383605957,0.021073579788208008,0.020329713821411133,0.026246309280395508,0.0018911361694335938
500,0.9741079807281494,0.02029275894165039,0.024706125259399414,0.026599884033203125,0.0017299652099609375
500,1.0422313213348389,0.020249128341674805,0.019656896591186523,0.025437116622924805,0.0018646717071533203
500,0.9832851886749268,0.020363807678222656,0.019473791122436523,0.02492690086364746,0.0018749237060546875
500,1.0072999000549316,0.02020263671875,0.023317337036132812,0.024827003479003906,0.0019338130950927734
500,0.9834721088409424,0.021776676177978516,0.02264261245727539,0.0250399112701416,0.001969575881958008
500,1.0413167476654053,0.02089691162109375,0.025803804397583008,0.024619579315185547,0.0019202232360839844
500,0.9736731052398682,0.020382165908813477,0.02621603012084961,0.025035381317138672,0.0026192665100097656
500,1.0004937648773193,0.020453691482543945,0.02608966827392578,0.024601459503173828,0.0017976760864257812
500,0.9794847965240479,0.020664691925048828,0.02255105972290039,0.025182008743286133,0.0018641948699951172
500,0.9968109130859375,0.020372629165649414,0.022592544555664062,0.024925947189331055,0.0020339488983154297
500,1.0012118816375732,0.020558834075927734,0.021927595138549805,0.025531768798828125,0.0021157264709472656
500,0.9829397201538086,0.020289897918701172,0.02043914794921875,0.025082111358642578,0.0019190311431884766
500,1.0105571746826172,0.020233869552612305,0.027421951293945312,0.02479243278503418,0.0018453598022460938
500,0.9860146045684814,0.020305156707763672,0.024840831756591797,0.02509164810180664,0.0018150806427001953
500,1.0213451385498047,0.02016472816467285,0.02752828598022461,0.02528548240661621,0.0022704601287841797
500,0.9646255970001221,0.020386219024658203,0.025256872177124023,0.024437427520751953,0.0017287731170654297
500,1.0223355293273926,0.02033710479736328,0.025844335556030273,0.02540302276611328,0.0017027854919433594
500,0.9766809940338135,0.020395755767822266,0.0214540958404541,0.024720430374145508,0.0018727779388427734
500,1.0093600749969482,0.020508527755737305,0.02168560028076172,0.025337934494018555,0.0020542144775390625
500,0.9662251472473145,0.020506620407104492,0.023598670959472656,0.024463891983032227,0.0019388198852539062
500,1.0335955619812012,0.0202791690826416,0.0280454158782959,0.0265195369720459,0.001615285873413086
500,0.9798362255096436,0.020222902297973633,0.027502775192260742,0.025382518768310547,0.001832723617553711
500,0.9843618869781494,0.020194053649902344,0.022346019744873047,0.027546405792236328,0.0016565322875976562
500,0.9972124099731445,0.020128250122070312,0.02065896987915039,0.027657270431518555,0.0017206668853759766
500,0.9969193935394287,0.02017045021057129,0.019919395446777344,0.02727198600769043,0.0017819404602050781
500,1.0040903091430664,0.02061605453491211,0.023342370986938477,0.02671980857849121,0.0017559528350830078
500,0.9893579483032227,0.02026534080505371,0.02031993865966797,0.025773286819458008,0.002039194107055664
500,1.0009303092956543,0.020282745361328125,0.020456790924072266,0.025833606719970703,0.0018391609191894531
500,1.00087571144104,0.020227670669555664,0.020587682723999023,0.025687217712402344,0.0020940303802490234
500,1.019869089126587,0.021538257598876953,0.02097606658935547,0.02529597282409668,0.0019497871398925781
500,0.9879333972930908,0.02317047119140625,0.02084827423095703,0.025149822235107422,0.001657247543334961
500,1.01407790184021,0.02195453643798828,0.02629852294921875,0.02461981773376465,0.002006053924560547
500,0.9801337718963623,0.020552396774291992,0.02103400230407715,0.02492237091064453,0.0017330646514892578
500,1.0132765769958496,0.020730972290039062,0.020969390869140625,0.025474071502685547,0.0017178058624267578
500,0.9902126789093018,0.020465612411499023,0.020891666412353516,0.026859521865844727,0.002076387405395508
500,0.9885187149047852,0.020377397537231445,0.020971298217773438,0.025020122528076172,0.0017070770263671875
500,1.0143773555755615,0.020319223403930664,0.02155137062072754,0.025347232818603516,0.001714468002319336
500,1.0331518650054932,0.021285057067871094,0.021426677703857422,0.02515697479248047,0.0017304420471191406
500,1.0640442371368408,0.02068614959716797,0.027021408081054688,0.02524256706237793,0.0019016265869140625
500,1.0241100788116455,0.020264148712158203,0.028477907180786133,0.02683711051940918,0.0016875267028808594
500,1.0411243438720703,0.02017688751220703,0.023640155792236328,0.02934718132019043,0.0016398429870605469
500,1.0282177925109863,0.020216703414916992,0.022797346115112305,0.02602219581604004,0.0018570423126220703
500,1.1101148128509521,0.020241498947143555,0.03064703941345215,0.025486230850219727,0.0018191337585449219
500,1.0402874946594238,0.020281553268432617,0.028306245803833008,0.025802135467529297,0.0016913414001464844
500,1.0687649250030518,0.020121097564697266,0.029831647872924805,0.024439096450805664,0.0020236968994140625
500,1.0289947986602783,0.020568132400512695,0.02193474769592285,0.02500176429748535,0.002052783966064453
500,1.0548632144927979,0.021916866302490234,0.024448156356811523,0.02565932273864746,0.0017032623291015625
500,1.0300209522247314,0.022282123565673828,0.023319005966186523,0.02484130859375,0.0019452571868896484
500,1.0461840629577637,0.02202296257019043,0.022071123123168945,0.026545286178588867,0.002040386199951172
500,1.0450563430786133,0.022865772247314453,0.021452903747558594,0.02481818199157715,0.001852273941040039
500,1.0246260166168213,0.021704435348510742,0.021671772003173828,0.025877714157104492,0.0018723011016845703
500,1.0276412963867188,0.020635604858398438,0.021657705307006836,0.025013208389282227,0.001970529556274414
500,1.0573549270629883,0.021393537521362305,0.021498918533325195,0.025831937789916992,0.0017619132995605469
500,1.0446717739105225,0.021406888961791992,0.022225618362426758,0.0288543701171875,0.002021312713623047
500,1.0210087299346924,0.020660400390625,0.021680355072021484,0.028482913970947266,0.001856088638305664
500,1.0284912586212158,0.02022552490234375,0.0217897891998291,0.02783823013305664,0.001703500747680664
500,1.054816484451294,0.0202333927154541,0.0215456485748291,0.028006792068481445,0.0017380714416503906
500,1.037050724029541,0.02034592628479004,0.021494150161743164,0.028593778610229492,0.0018656253814697266
500,1.0246665477752686,0.02064371109008789,0.02132439613342285,0.029181480407714844,0.0018095970153808594
500,1.0607373714447021,0.02042078971862793,0.02163100242614746,0.02705216407775879,0.002098560333251953
500,1.0253138542175293,0.020315170288085938,0.02118849754333496,0.02763986587524414,0.0020945072174072266
500,1.0520203113555908,0.020268678665161133,0.021454334259033203,0.0273745059967041,0.0019345283508300781
500,1.0102717876434326,0.020207881927490234,0.022200584411621094,0.027693986892700195,0.002076387405395508
500,1.06777024269104,0.020221948623657227,0.02153778076171875,0.026873111724853516,0.0016913414001464844
500,1.0159032344818115,0.020202159881591797,0.02206563949584961,0.026764631271362305,0.0021102428436279297
500,1.0341565608978271,0.02024221420288086,0.022869586944580078,0.02618265151977539,0.0016906261444091797
500,0.995927095413208,0.02024078369140625,0.0259552001953125,0.02604842185974121,0.002082347869873047
500,1.0875470638275146,0.020379066467285156,0.029033660888671875,0.025484085083007812,0.001986980438232422
500,1.0028181076049805,0.020172119140625,0.025589942932128906,0.025699615478515625,0.001882314682006836
500,1.068424940109253,0.020411014556884766,0.026568889617919922,0.025655508041381836,0.002150297164916992
500,1.0274653434753418,0.020213603973388672,0.02832627296447754,0.02504253387451172,0.0019576549530029297
500,1.0566229820251465,0.020213842391967773,0.030323266983032227,0.025202035903930664,0.001958131790161133
500,1.0003337860107422,0.020153045654296875,0.02964329719543457,0.02463555335998535,0.0017657279968261719
500,1.065375804901123,0.020578384399414062,0.03223609924316406,0.024468183517456055,0.0017807483673095703
500,1.022977352142334,0.02037334442138672,0.03488039970397949,0.024991989135742188,0.0018570423126220703
500,1.0562081336975098,0.022802352905273438,0.030725717544555664,0.024526119232177734,0.0017855167388916016
500,1.0198776721954346,0.02219104766845703,0.026363372802734375,0.025145530700683594,0.0021119117736816406
500,1.0978643894195557,0.026335477828979492,0.02342081069946289,0.02604508399963379,0.0019383430480957031
500,1.0129437446594238,0.0233612060546875,0.02239227294921875,0.027037620544433594,0.0019693374633789062
500,1.0522549152374268,0.023382902145385742,0.023145675659179688,0.02811717987060547,0.0019426345825195312
500,1.0207054615020752,0.022215604782104492,0.022304534912109375,0.025427579879760742,0.0019948482513427734
500,1.0631580352783203,0.0212252140045166,0.02383708953857422,0.02530527114868164,0.002803325653076172
750,2.34781551361084,0.052985191345214844,0.05218338966369629,0.08998274803161621,0.003535032272338867
750,2.3298237323760986,0.052667856216430664,0.04532122611999512,0.09254312515258789,0.0040874481201171875
750,2.341197967529297,0.05322074890136719,0.03861665725708008,0.07851624488830566,0.0052378177642822266
750,2.3591554164886475,0.055586814880371094,0.036718130111694336,0.07191824913024902,0.004611492156982422
750,2.391442060470581,0.049950361251831055,0.0367889404296875,0.067962646484375,0.004692554473876953
750,2.372791051864624,0.0494384765625,0.03721809387207031,0.0667562484741211,0.0044574737548828125
750,2.3381764888763428,0.0496068000793457,0.04331254959106445,0.06448745727539062,0.004716157913208008
750,2.3384785652160645,0.05528974533081055,0.04060959815979004,0.06920528411865234,0.0040433406829833984
750,2.338655710220337,0.04932665824890137,0.039354801177978516,0.07866239547729492,0.0040912628173828125
750,2.3296303749084473,0.04852724075317383,0.0386357307434082,0.06521058082580566,0.003791332244873047
750,2.3236277103424072,0.04866361618041992,0.04807615280151367,0.0702359676361084,0.004929780960083008
750,2.347175121307373,0.04712820053100586,0.04788613319396973,0.06172585487365723,0.0038175582885742188
750,2.333766460418701,0.04619193077087402,0.04040217399597168,0.061435699462890625,0.0037419795989990234
750,2.3438403606414795,0.04765653610229492,0.046334266662597656,0.06081700325012207,0.0034449100494384766
750,2.344710350036621,0.046694278717041016,0.04237937927246094,0.06160330772399902,0.004347085952758789
750,2.3609657287597656,0.045615434646606445,0.038716793060302734,0.06420302391052246,0.003932952880859375
750,2.404996395111084,0.047492265701293945,0.04825091361999512,0.06275558471679688,0.0034363269805908203
750,2.324615716934204,0.047068119049072266,0.0509028434753418,0.07686281204223633,0.0038907527923583984
750,2.350400924682617,0.04642438888549805,0.05149245262145996,0.06722211837768555,0.0037870407104492188
750,2.355813503265381,0.04713320732116699,0.051244258880615234,0.06729602813720703,0.003621816635131836
750,2.3433220386505127,0.050229549407958984,0.05127143859863281,0.06480646133422852,0.0037717819213867188
750,2.348583221435547,0.04601931571960449,0.04305267333984375,0.06319212913513184,0.003923892974853516
750,2.3666367530822754,0.04791569709777832,0.05102944374084473,0.06368446350097656,0.004300832748413086
750,2.483160972595215,0.04554581642150879,0.04108572006225586,0.06360721588134766,0.0042841434478759766
750,2.357170820236206,0.046163082122802734,0.04689621925354004,0.06503415107727051,0.0039784908294677734
750,2.3346803188323975,0.04547834396362305,0.041025638580322266,0.06536459922790527,0.0035784244537353516
750,2.3473610877990723,0.048072099685668945,0.044409751892089844,0.061232805252075195,0.004277229309082031
750,2.389951467514038,0.04660439491271973,0.050209760665893555,0.06125760078430176,0.0042569637298583984
750,2.542884349822998,0.04601764678955078,0.05530214309692383,0.0600130558013916,0.003771543502807617
750,2.3507349491119385,0.0462801456451416,0.05804038047790527,0.05992746353149414,0.004305124282836914
750,2.361156702041626,0.04562807083129883,0.04293704032897949,0.0635366439819336,0.004539966583251953
750,2.353276491165161,0.047243595123291016,0.04611825942993164,0.06110334396362305,0.0038051605224609375
750,2.296510934829712,0.0468897819519043,0.05243873596191406,0.061242103576660156,0.003936052322387695
750,2.343240976333618,0.04662179946899414,0.04306936264038086,0.06331586837768555,0.004338741302490234
750,2.322572708129883,0.04647564888000488,0.046911001205444336,0.06095242500305176,0.004079580307006836
750,2.3670806884765625,0.046225786209106445,0.04227423667907715,0.06114315986633301,0.003452777862548828
750,2.344075918197632,0.05439400672912598,0.05553913116455078,0.06121659278869629,0.0035448074340820312
750,2.361086845397949,0.047592878341674805,0.04820513725280762,0.061286211013793945,0.004163503646850586
750,2.372250556945801,0.04624772071838379,0.056206703186035156,0.06350469589233398,0.003722667694091797
750,2.3654937744140625,0.04678940773010254,0.04793810844421387,0.06093096733093262,0.004136800765991211
750,2.3241684436798096,0.05010843276977539,0.05567312240600586,0.07334589958190918,0.004106044769287109
750,2.324442148208618,0.05435037612915039,0.056978464126586914,0.06930351257324219,0.004322052001953125
750,2.350041627883911,0.04939842224121094,0.05487632751464844,0.0635228157043457,0.004326343536376953
750,2.3425517082214355,0.04636645317077637,0.04704999923706055,0.06233811378479004,0.003911018371582031
750,2.317250967025757,0.045583486557006836,0.0427403450012207,0.060513973236083984,0.003911495208740234
750,2.3651480674743652,0.04730963706970215,0.0433955192565918,0.06136894226074219,0.0043261051177978516
750,2.327129364013672,0.05672192573547363,0.04396224021911621,0.06329512596130371,0.0040857791900634766
750,2.357491970062256,0.07328653335571289,0.0516817569732666,0.06212353706359863,0.003556966781616211
750,2.344752311706543,0.049271345138549805,0.055377960205078125,0.061044931411743164,0.0041005611419677734
750,2.3567187786102295,0.048691511154174805,0.05465221405029297,0.06179523468017578,0.004125118255615234
750,2.385300397872925,0.048250436782836914,0.04459786415100098,0.06118583679199219,0.003803730010986328
750,2.3378684520721436,0.04894828796386719,0.055512428283691406,0.06232786178588867,0.0045261383056640625
750,2.346252202987671,0.04718303680419922,0.057176828384399414,0.07718300819396973,0.004081249237060547
750,2.3764984607696533,0.04705214500427246,0.051523685455322266,0.0747678279876709,0.004342317581176758
750,2.3400535583496094,0.04566478729248047,0.05248403549194336,0.06172323226928711,0.004124641418457031
750,2.354724884033203,0.045462608337402344,0.054325103759765625,0.06169271469116211,0.004102945327758789
750,2.61588454246521,0.046120643615722656,0.04950213432312012,0.0609281063079834,0.0045185089111328125
750,6.038724899291992,0.04771161079406738,0.054615020751953125,0.06088852882385254,0.0040929317474365234
750,3.435065507888794,0.04738783836364746,0.04459547996520996,0.06166863441467285,0.0036907196044921875
